"GWAS_ID","b_IVW_MRE","se_IVW_MRE","pval_IVW_MRE","b_Egger","se_Egger","pval_Egger","Egger_intercept","pval_intercept","Het_IVW_pval","Het_Egger_pval","b_W_Med","se_W_Med","pval_W_Med","b_W_Mod","se_W_Mod","pval_W_Mod","nsnps"
"met-a-427",-1.70909090473568,1.95244752023978,0.381379047798389,-3.43849602282104,6.49115532599588,0.689876977198586,0.041394158551123,0.819213706923477,0.115253477100003,0.0459881336173804,-2.32096804128071,1.60746727112735,0.148776549279929,-2.57611989256042,1.58422657345596,0.245442406421543,3
