"GWAS_ID","b_IVW_MRE","se_IVW_MRE","pval_IVW_MRE","b_Egger","se_Egger","pval_Egger","Egger_intercept","pval_intercept","Het_IVW_pval","Het_Egger_pval","b_W_Med","se_W_Med","pval_W_Med","b_W_Mod","se_W_Mod","pval_W_Mod","nsnps"
"met-a-427",0.36779444345829,0.851811240868355,0.665901840903945,-0.294490645033949,2.89159302630888,0.935387039321726,0.0153178807685644,0.843804471184817,0.0667085639882653,0.0239897503701683,0.110941001437324,0.627606134878727,0.859690224737458,-0.0112238790704504,0.635947496773685,0.987521197769123,3
