"GWAS_ID","b_IVW_MRE","se_IVW_MRE","pval_IVW_MRE","b_Egger","se_Egger","pval_Egger","Egger_intercept","pval_intercept","Het_IVW_pval","Het_Egger_pval","b_W_Med","se_W_Med","pval_W_Med","b_W_Mod","se_W_Mod","pval_W_Mod","nsnps"
"met-c-846",-0.00457223340822342,0.0211463845629544,0.828817660097568,-0.0160958490421867,0.045892363586496,0.725893604327059,0.000636771995715207,0.777277412474349,0.0424849119734562,0.0403719025710398,-0.00819188406684566,0.0354306604423165,0.817152515245039,0.00713355541913074,0.0700886987957625,0.918960536240713,719
